author id,created at,geo,id,lang,tweet,sentiment value
1154058481319784449,2020-03-18 13:48:23+00:00,00a4bbcc0dcd7572,1240273847418568704,en,Todays COM  media relations command post This week I have coordinated interviews for every outlet from Business Insider amp Good Housekeeping to KBTX amp TAMU We are thrilled with this coverage and fingers crossed we hit more national outlets soon  ,0.7003
936722899725111296,2020-03-18 04:34:27+00:00,00a4bbcc0dcd7572,1240134446550040583,en,BREAKING  Sorority  all contract  mysteriously at the same timeEntire sisterhood requested to quarantine for the rest of the school year ,0.0
4721646625,2020-03-18 02:13:11+00:00,e0060cda70f5f341,1240098896996696064,en,    Why are you risking the spread of this virus in a global pandemic just to not have to pay back our rec fees Is it really worth the risk,-0.2902
17974323,2020-03-18 00:05:24+00:00,00a4bbcc0dcd7572,1240066737992851462,en,UPDATEStudents must now sign up for a designated time slot to workout within the Strength amp Conditioning room starting tomorrow Wed March 18Visit  amp click the Strength amp Conditioning tab for more info ,0.7506
3283070641,2020-03-17 22:19:34+00:00,c3f37afa9efcf94b,1240040103998865414,en,Real Estate Center How COVID19 Could Impact Texas Economy and Real Estate Markets ,0.0
1026913671409270785,2020-03-17 14:42:52+00:00,9ce0f1d2eb5998ce,1239925170913017857,en,This was transmitted 514 days ago ie before spring break Increase testing with their network     ,0.3182
1237528590813626368,2020-03-17 01:41:52+00:00,1b676cd4b8a8684a,1239728625596989443,en,    Are you sure that the flu in the United States is flu They have not carried out other tests How can you guarantee that this is not the earliest virus,0.2263
1237528590813626368,2020-03-17 01:37:13+00:00,1b676cd4b8a8684a,1239727458867458048,en,    Robert Redfield director of the Centers for Disease Control and Prevention CDC admitted on Wednesday to the House Oversight Committee that some Americans who appear to have died of flu have been tested positive for the new coronavirus in their postmortem diagnoses,-0.296
1237528590813626368,2020-03-17 01:24:53+00:00,1b676cd4b8a8684a,1239724355183091712,en,    Do you know who the zero virus carrier is and what qualifications do you have to say it or is your word just to show you the few viruses that you know,0.0
846275293,2020-03-16 23:46:44+00:00,00c44eeb126d2fcd,1239699653874065415,en,My son just came home from  campus loaded with  currency Thats right TP Clorox wipes and coffee He purchased his way back into the house,0.0
17974323,2020-03-16 23:40:06+00:00,00a4bbcc0dcd7572,1239697984327213061,en,Rec Sports Facilities amp Programs UpdateDue to recent restrictions and guidelines at this time a maximum of 50 people are allowed within the Strength amp Conditioning room  For the most uptodate information please visit  ,0.6969
1617848755,2020-03-16 16:24:03+00:00,00a4bbcc0dcd7572,1239588250307739648,en,Here we go  Keep Teaching Faculty and TA training sessions start today 500 already signed up Dont miss out on these F2F and online opportunities today and tomorrow Learn more at    ,0.4667
4761153529,2020-03-14 02:47:52+00:00,e0060cda70f5f341,1238658071519465473,en,me amp my friends okay ik weve been joking around but tamu canceled for this virus and is moving to online classes should we actually be worriedalso me amp my friends so cruises are 150 now 40 szn in the bahamas ,0.7964
207117749,2020-03-14 01:04:34+00:00,44a81efa2c6b1380,1238632078033502209,en,Texas COVID19 response updateOffice of the Governor Greg Abbott declares state of disaster for all Texas counties Please read Questions about COVID19 Starting 314 dial 211 and then choose option 6 Hours 700 am  800 pm 7 days per week ,-0.4215
2259265657,2020-03-13 14:52:05+00:00,14b7e6a78837521a,1238477942264664064,en,as the official sponsor and spokesperson of Quadbucks Id like to inform everyone that we will be remaining open because coronavirus cannot defeat us no further questions at this time ,0.7067
3018714014,2020-03-13 01:19:28+00:00,009ec5290a76fa48,1238273439338766336,en,The Texas Department of State Health Services is tracking cases of the new coronavirus that causes COVID19 DSHS will update the state case count each day by 10 am Central Time ,0.0
17237540,2020-03-12 22:48:13+00:00,e0060cda70f5f341,1238235377149841409,en, A determination will be made in the weeks to come regarding the ability to hold commencement in person Please see ,0.743
17237540,2020-03-12 22:29:30+00:00,e0060cda70f5f341,1238230663448408064,en,  A determination in the weeks to come will be made regarding the ability to hold finals in person Please see ,0.743
17237540,2020-03-12 22:28:32+00:00,e0060cda70f5f341,1238230422007492608,en, A determination in the weeks to come will be made regarding the ability to hold finals in person Please see ,0.743
17237540,2020-03-12 22:28:00+00:00,e0060cda70f5f341,1238230289777922057,en, A determination in the weeks to come will be made regarding the ability to hold commencement in person Please see ,0.743
17237540,2020-03-12 22:23:24+00:00,e0060cda70f5f341,1238229132049289216,en, Howdy  yes this is accurate You can read the full update at ,0.4019
17237540,2020-03-12 22:18:00+00:00,e0060cda70f5f341,1238227769827495936,en,Additional guidance on selfmonitoring and selfisolation guidance and guidance on domestic and international travel is also available  ,0.0
17237540,2020-03-12 22:17:59+00:00,e0060cda70f5f341,1238227765557633024,en,No undergraduate or graduate oncampus recruiting and no campus tours will take place through April 3  ,-0.5267
17237540,2020-03-12 22:17:58+00:00,e0060cda70f5f341,1238227761854021633,en,Dorms will remain open to students as will dining Transportation will remain on break schedule  ,0.0
17237540,2020-03-12 22:17:57+00:00,e0060cda70f5f341,1238227758569979905,en,Coronavirus update  Classes are cancelled from March 1620Texas AampM will move to online classes March 23April 28Campus community meetings and events are now restricted to less than 50 participantsFull update   ,-0.5574
721397904,2020-03-12 19:44:52+00:00,a3d770a00f15bcb1,1238189236093956096,en, Texas AampM UniversityCorpus Christi  has just extended its spring break another week The campus plans to reopen on March 23 For more updates on Corpus Christi and Coronavirus live updates go to ,0.0
3830955193,2020-03-12 19:26:57+00:00,06363cec4dd4e3f6,1238184726034354176,en,Texas AampM University Corpus Christi TAMUCC  Cancel classes for online classes coronavirus  Sign the Petition  via  YALL BETTER SIGN THIS SHIT,-0.4019
1944389971,2020-03-12 19:11:29+00:00,a3d770a00f15bcb1,1238180834064162816,en,PETITION TO CLOSE DOWN  AS A PRECAUTION TO STOP SPREADING OF THE  ,-0.296
3140813030,2020-03-12 18:33:55+00:00,00a4bbcc0dcd7572,1238171377540055041,en,Texas AampM delays school for two days to keep everyone safe from CoronavirusEveryone goes to North Gate,0.4404
948646406474084354,2020-03-12 13:49:35+00:00,9ce0f1d2eb5998ce,1238099822986608641,en,   Im moving onlineBut some students told to be in class Wed8 new TX cases  community spread Houston amp Montgomery County Pls delay 1 more week   ,0.3034
885340143103733760,2020-03-11 23:38:56+00:00,5b4321b324f07e60,1237885748948295683,en,Texas AampM University President Online classes for Texas AampM University during coronavirus outbreak  Sign the Petition  via ,0.0
600643322,2020-03-11 22:37:21+00:00,7543692056063d2f,1237870254392369153,en,Im trying to go to Paris in 2 weeks yall sign this hoeTexas AampM University Move Texas AampM University Classes to an Online Format to Prevent the Spread of COVID19  Sign the Petition  via ,0.0258
833501850221629440,2020-03-11 22:26:21+00:00,3df4f427b5a60fea,1237867485061234688,en,Texas AampM University President Online classes for Texas AampM University during coronavirus outbreak  Sign the Petition  via ,0.0
46845373,2020-03-11 22:17:06+00:00,9ce0f1d2eb5998ce,1237865158292062213,en,The latest from Texas AampM re coronavirus ,0.0
362301692,2020-03-11 20:49:48+00:00,e0060cda70f5f341,1237843185621065729,en,Texas AampM San Antonio has also extended Spring Break       ,0.0
95282344,2020-03-11 17:48:20+00:00,00a4bbcc0dcd7572,1237797521197596672,en,choo choo aggie twitter petition train Texas AampM University President Online classes for Texas AampM University during coronavirus outbreak  Sign the Petition  via ,0.0
582100091,2020-03-11 16:23:07+00:00,e0060cda70f5f341,1237776072286011393,en,Timely updates regarding COVID19 are provided at  ,0.0
