1435259816839192580,Howdy! I am looking for @TAMU students who are living on campus and have tested positive for COVID-19 for a story for @TheBattOnline. DM me if this is you!,2021-09-07T15:13:00.000Z,2538445327,9ce0f1d2eb5998ce,,en
1434893259604701188,Here’s a link to @TAMU’s dashboard for you to explore: https://t.co/SKXWxXC3at,2021-09-06T14:56:26.000Z,2363436115,00a4bbcc0dcd7572,,en
1434893257591468033,"NEW: Texas A&amp;M has 1,200 confirmed cases of COVID-19 as of last Friday and tested over 30,000 campus members in August. The other ~40K are required to be tested by Sept. 10. https://t.co/GohjbsVdMZ",2021-09-06T14:56:26.000Z,2363436115,00a4bbcc0dcd7572,,en
